distance_m,easting_m,northing_m,elevation_m_egm2008,dem_valid
3210.0,339626.9604518777,3126531.918608444,1693.811767578125,True
3240.0,339621.70397485973,3126502.39967662,1697.99072265625,True
3270.0,339617.4160102244,3126472.7077019587,1703.0455322265625,True
3300.0,339613.5827337416,3126442.9804599304,1706.5335693359375,True
3330.0,339613.24090958043,3126412.982407389,1707.7447509765625,True
3360.0,339612.89908541925,3126382.9843548485,1709.4847412109375,True
3390.0,339612.97965836566,3126352.9875809383,1712.06103515625,True
3420.0,339613.5030877038,3126322.9921475905,1711.464111328125,True
3450.0,339612.0740792463,3126293.0347091383,1707.0294189453125,True
3480.0,339610.38405185356,3126263.082350176,1702.18359375,True
3510.0,339608.6940244608,3126233.129991214,1688.4305419921875,True
3540.0,339597.30322822556,3126205.820603412,1680.3148193359375,True
3570.0,339582.57601308264,3126179.68753087,1678.1214599609375,True
3600.0,339575.6574420668,3126150.6541370354,1675.494873046875,True
3630.0,339571.6193727661,3126120.958437102,1672.340087890625,True
3660.0,339573.3529664162,3126091.476608707,1670.966064453125,True
3690.0,339580.85255865136,3126062.4291283293,1670.822265625,True
3720.0,339588.3529651934,3126033.3818582236,1670.8751220703125,True
3750.0,339595.85463868,3126004.3349152706,1670.3079833984375,True
3780.0,339601.6520861972,3125974.973263623,1678.2459716796875,True
3810.0,339603.262570417,3125945.217938708,1679.03466796875,True
3840.0,339590.63821311435,3125919.231669616,1676.3760986328125,True
3870.0,339569.571352628,3125897.8808639287,1676.3760986328125,True
3900.0,339548.3654166319,3125876.660395542,1677.753662109375,True
3930.0,339528.03907487914,3125854.6376570803,1678.408935546875,True
3960.0,339510.2280340257,3125830.737322021,1681.66455078125,True
3990.0,339498.5438721117,3125803.106173649,1673.1998291015625,True
4020.0,339487.3374138379,3125775.29386211,1675.9354248046875,True
4050.0,339477.7609108385,3125746.8634102964,1670.576171875,True
4080.0,339468.184407839,3125718.432958483,1670.576171875,True
4110.0,339458.6079048396,3125690.00250667,1673.666015625,True
4140.0,339449.0314018402,3125661.572054857,1676.936279296875,True
4170.0,339439.4548988408,3125633.141603044,1663.417236328125,True
4200.0,339424.4772454304,3125607.394794282,1666.5673828125,True
4230.0,339404.1874677607,3125585.424531654,1664.3072509765625,True
4260.0,339383.330209368,3125563.8624059437,1663.9930419921875,True
4290.0,339362.5344845712,3125542.2397828335,1663.9930419921875,True
4320.0,339341.17182223446,3125521.2829526733,1667.111083984375,True
4350.0,339316.51152385934,3125504.19875869,1668.0213623046875,True
4380.0,339291.8512254842,3125487.114564707,1659.327392578125,True
4410.0,339267.19092710916,3125470.0303707244,1656.8165283203125,True
4440.0,339242.53062873404,3125452.9461767413,1656.8165283203125,True
4470.0,339217.81738327205,3125435.9461257253,1658.19384765625,True
4500.0,339191.7446835481,3125421.1065054773,1654.7969970703125,True
4530.0,339165.67198382417,3125406.2668852294,1657.72265625,True
4560.0,339139.71182448504,3125391.232945441,1662.839111328125,True
4590.0,339113.8650002819,3125376.0033138427,1672.6475830078125,True
4620.0,339088.0181760788,3125360.7736822446,1680.4454345703125,True
