line,chainage_km,thalweg_z,unosat_affected_cells,unosat_affected_trimline_m,unosat_affected_trimline_p25_m,unosat_affected_trimline_p75_m,unosat_affected_width_m,unosat_floodextent_cells,unosat_floodextent_trimline_m,unosat_floodextent_trimline_p25_m,unosat_floodextent_trimline_p75_m,unosat_floodextent_width_m,planet_disturbed_p50_cells,planet_disturbed_p50_trimline_m,planet_disturbed_p50_trimline_p25_m,planet_disturbed_p50_trimline_p75_m,planet_disturbed_p50_width_m
route,18.25,1335.5830078125,77,59.57373046875,42.9794921875,136.6983642578125,138.6,78,59.57373046875,42.9794921875,136.6983642578125,140.4,0,,,,0.0
route,18.75,1328.418212890625,114,66.2376708984375,36.4765625,95.7452392578125,205.2,115,63.05224609375,37.7164306640625,95.1805419921875,207.0,0,,,,0.0
route,19.25,1325.6485595703125,97,63.729736328125,7.434326171875,84.3455810546875,174.6,98,54.375244140625,7.8790283203125,84.3126220703125,176.4,0,,,,0.0
route,19.75,1320.7437744140625,87,50.7027587890625,6.5452880859375,109.7088623046875,156.6,86,50.7027587890625,6.5452880859375,109.7088623046875,154.8,0,,,,0.0
route,20.25,1290.58935546875,115,42.740966796875,30.257568359375,188.6490478515625,207.0,115,42.740966796875,30.257568359375,188.6490478515625,207.0,0,,,,0.0
route,20.75,1262.199951171875,72,51.8128662109375,20.47998046875,138.12939453125,129.6,73,52.25732421875,24.8397216796875,132.916259765625,131.4,0,,,,0.0
route,21.25,1244.4617919921875,91,24.10986328125,9.8311767578125,69.81396484375,163.8,90,25.0223388671875,10.8446044921875,67.38623046875,162.0,0,,,,0.0
route,21.75,1243.4945068359375,79,52.7755126953125,9.6898193359375,65.2740478515625,142.2,79,52.7755126953125,9.6898193359375,65.2740478515625,142.2,0,,,,0.0
route,22.25,1244.012939453125,83,44.59912109375,18.6368408203125,82.4840087890625,149.4,83,44.59912109375,18.6368408203125,82.4840087890625,149.4,0,,,,0.0
route,22.75,1218.2364501953125,104,39.2603759765625,32.725830078125,66.371826171875,187.2,104,40.175048828125,36.192138671875,66.7899169921875,187.2,0,,,,0.0
route,23.25,1212.9317626953125,117,67.1287841796875,44.5120849609375,79.8018798828125,210.6,120,67.6502685546875,47.5841064453125,80.3896484375,216.0,0,,,,0.0
route,23.75,1195.92724609375,156,72.4195556640625,56.4609375,85.38037109375,280.8,154,71.855712890625,60.265380859375,85.364990234375,277.2,0,,,,0.0
route,24.25,1186.243408203125,94,39.6019287109375,26.251220703125,68.005615234375,169.2,92,42.874755859375,26.279296875,67.5250244140625,165.6,0,,,,0.0
route,24.75,1170.0989990234375,97,68.5972900390625,36.7039794921875,78.5889892578125,174.6,96,64.8175048828125,37.62646484375,78.357421875,172.8,0,,,,0.0
route,25.25,1151.1519775390625,87,64.3543701171875,32.3685302734375,106.0771484375,156.6,87,64.3543701171875,32.3685302734375,106.0771484375,156.6,0,,,,0.0
route,25.75,1139.639404296875,90,64.201416015625,51.873291015625,83.171142578125,162.0,90,64.201416015625,51.873291015625,83.171142578125,162.0,0,,,,0.0
route,26.25,1112.364501953125,86,41.631591796875,29.9317626953125,51.9471435546875,154.8,86,41.631591796875,29.9317626953125,51.9471435546875,154.8,0,,,,0.0
route,26.75,1091.119384765625,93,51.89794921875,40.14306640625,64.9346923828125,167.4,93,51.89794921875,40.14306640625,64.9346923828125,167.4,0,,,,0.0
route,27.25,1071.752685546875,95,44.175048828125,32.2457275390625,61.38330078125,171.0,94,44.175048828125,29.322265625,61.38330078125,169.2,0,,,,0.0
route,27.75,1057.98828125,85,33.328857421875,26.396240234375,42.5634765625,153.0,85,33.328857421875,26.396240234375,42.5634765625,153.0,0,,,,0.0
route,28.25,1048.9188232421875,91,42.50927734375,32.374267578125,51.3023681640625,163.8,91,42.50927734375,32.374267578125,51.3023681640625,163.8,0,,,,0.0
route,28.75,1037.7872314453125,110,38.740478515625,23.1690673828125,45.724609375,198.0,110,38.740478515625,23.1690673828125,45.724609375,198.0,0,,,,0.0
route,29.25,1016.7357177734375,90,45.50048828125,41.0784912109375,59.3302001953125,162.0,89,44.627197265625,41.068359375,59.5604248046875,160.2,0,,,,0.0
route,29.75,1003.4814453125,138,50.987060546875,42.849609375,64.970703125,248.4,137,48.94677734375,40.9390869140625,64.06201171875,246.6,0,,,,0.0
route,30.25,998.8135986328125,134,36.259521484375,28.6722412109375,48.1885986328125,241.2,134,36.259521484375,28.6722412109375,48.1885986328125,241.2,0,,,,0.0
route,30.75,968.1143188476562,106,46.88885498046875,35.72174072265625,56.94476318359375,190.8,106,46.88885498046875,35.72174072265625,56.94476318359375,190.8,0,,,,0.0
route,31.25,947.429443359375,107,55.57562255859375,41.77581787109375,68.19317626953125,192.6,106,55.57562255859375,41.77581787109375,68.19317626953125,190.8,0,,,,0.0
route,31.75,920.4520874023438,129,60.37127685546875,18.35797119140625,106.43707275390625,232.2,128,60.37127685546875,18.35797119140625,103.89117431640625,230.4,0,,,,0.0
